,baseMean,baseVar,allZero,dispGeneEst,dispFit,dispersion,dispIter,dispOutlier,dispMAP,Intercept,migroupF1.C,migroupF1.F,migroupFS.C,migroupFS.F,migroupTX.C,migroupTX.F,SE_Intercept,SE_migroupF1.C,SE_migroupF1.F,SE_migroupFS.C,SE_migroupFS.F,SE_migroupTX.C,SE_migroupTX.F,MLE_Intercept,MLE_migroup_F1.F_vs_F1.C,MLE_migroup_FS.C_vs_F1.C,MLE_migroup_FS.F_vs_F1.C,MLE_migroup_TX.C_vs_F1.C,MLE_migroup_TX.F_vs_F1.C,WaldStatistic_Intercept,WaldStatistic_migroupF1.C,WaldStatistic_migroupF1.F,WaldStatistic_migroupFS.C,WaldStatistic_migroupFS.F,WaldStatistic_migroupTX.C,WaldStatistic_migroupTX.F,WaldPvalue_Intercept,WaldPvalue_migroupF1.C,WaldPvalue_migroupF1.F,WaldPvalue_migroupFS.C,WaldPvalue_migroupFS.F,WaldPvalue_migroupTX.C,WaldPvalue_migroupTX.F,betaConv,betaIter,deviance,maxCooks,replace
novel_15_256,28.1417871139,305.6530691354,FALSE,0.3010243035,1.5758348474,0.3250953505,12,FALSE,0.3250953505,4.7674538954,0.1520000755,0.4442675281,-0.4228800538,-0.2415370463,0.0570721181,0.0110800585,0.1464122776,0.2922131102,0.2535989982,0.2773640752,0.2469761114,0.2767541544,0.2481439747,4.9687666999,0.3244519288,-0.7435330593,-0.484693158,-0.129201155,-0.1882540303,32.5618450371,0.5201685695,1.7518504849,-1.5246388833,-0.9779773634,0.2062195533,0.044651733,1.42331971270379E-232,0.6029460898,0.0797995206,0.1273491934,0.32808552,0.8366194147,0.9643849068,TRUE,6,299.6256314275,0.109916786,FALSE
novel_15_257,80.5517736169,3115.5900727834,FALSE,0.3056122217,0.8251206552,0.3164187333,9,FALSE,0.3164187333,6.2497012732,0.2615979253,0.6271166946,-0.4987228679,-0.4895345638,-0.0468838105,0.1464301356,0.1396181509,0.2845743043,0.2459274031,0.2695937894,0.2389212245,0.2693894062,0.238635081,6.5884475366,0.3925940752,-0.9650455746,-0.9061606863,-0.3971430994,-0.1696658312,44.7628136762,0.9192605284,2.5500073868,-1.8499048846,-2.0489371127,-0.1740373207,0.613615295,0,0.3579593183,0.0107720637,0.0643272598,0.0404682647,0.8618361321,0.539469574,TRUE,7,371.3371689993,0.0357570911,FALSE
novel_15_263,11.3596437531,196.1924556879,FALSE,5.5333553023,3.28041882,5.3717021942,10,FALSE,5.3717021942,3.3709837636,-0.0906888624,-0.1204942137,0.0426360676,0.140951337,0.4210466427,-0.393449076,0.5564002953,0.2592335014,0.2961010311,0.2756460733,0.3036868384,0.2756626621,0.3028179125,2.7210012499,0.1267322619,0.8551535109,1.1099136197,2.1931858168,-1.4408976656,6.0585585445,-0.3498346547,-0.4069361503,0.1546768546,0.4641338351,1.5273981595,-1.2992926104,1.37346759716911E-09,0.7264627897,0.684054884,0.8770760777,0.6425518617,0.1266620338,0.1938435294,TRUE,13,216.0333214269,0.1220352096,FALSE
novel_15_264,15437.4177528975,31090623.9074304,FALSE,0.1007331733,0.4241245179,0.1147032968,8,FALSE,0.1147032968,13.8901111419,-0.1760955998,-0.017524876,0.4836529432,0.1017783746,-0.274360547,-0.1174424864,0.0827982124,0.1965253561,0.1618459155,0.1817066795,0.1547773715,0.1817307991,0.1547958218,13.695182701,0.176339237,0.7191002368,0.3021023305,-0.1029414086,0.0712329331,167.7585872133,-0.8960451889,-0.1082812376,2.6617235233,0.6575791643,-1.5097085814,-0.7586928706,0,0.370228629,0.9137726053,0.0077741705,0.5108085866,0.1311178006,0.4480363027,TRUE,5,727.9107409229,0.1613784317,FALSE
novel_15_268,11.1535130764,202.510675967,FALSE,2.5654837627,3.3332455338,2.6039005886,8,FALSE,2.6039005886,3.2755578938,-0.260372138,0.0716547876,-0.4481329891,-0.1653795855,0.732858116,0.0693736504,0.3928563426,0.3122709341,0.3350394104,0.32374441,0.3379863506,0.3245092742,0.3378195756,2.1121984561,1.3345153928,-0.6746370849,0.7757039493,2.8999166716,1.3174914192,8.3378007137,-0.8338020276,0.2138697282,-1.3842184613,-0.4893084741,2.2583580014,0.205357106,7.56849874360923E-17,0.4043925526,0.8306486474,0.1662915722,0.6246233226,0.0239233489,0.8372931305,TRUE,17,238.0856685063,0.1564710215,FALSE
novel_15_269,208.8045450144,25234.581467349,FALSE,0.4485551383,0.5775272558,0.4526039559,8,FALSE,0.4526039559,7.6018258946,0.1055776434,0.2199115745,-0.4068963283,-0.7158488914,0.2221897893,0.575070486,0.163881847,0.3087156428,0.2740211585,0.2952162117,0.2661395592,0.2950873125,0.2656823425,7.7515742354,0.1224413143,-0.7017333667,-1.0270258354,0.1457290042,0.5426457494,46.386015489,0.3419899377,0.8025350148,-1.3782994028,-2.689750045,0.7529628686,2.1645039732,0,0.7323584648,0.4222435423,0.1681108675,0.0071505555,0.4514722273,0.030425692,TRUE,8,451.1730972329,0.0359273967,FALSE
novel_15_270,113.3637051944,966.0786170678,FALSE,0.0610417019,0.7084477487,0.0684528305,11,FALSE,0.0684528305,6.8072518527,-0.0039467678,-0.367332518,0.0288655354,0.249035871,0.0753355806,0.0180461256,0.0683752068,0.1675386362,0.1383451064,0.1517026628,0.1286315871,0.1528958157,0.131191633,6.803018263,-0.3790938516,0.0347087385,0.2620194927,0.0838610399,0.0229507715,99.5573127526,-0.023557359,-2.655189819,0.1902770514,1.936039791,0.4927249336,0.1375554612,0,0.9812056853,0.0079263792,0.8490920354,0.0528628277,0.6222069575,0.8905917576,TRUE,5,349.8539462094,0.0991025282,FALSE
novel_15_275,73.2481210761,1253.0505202709,FALSE,0.2143010446,0.865314159,0.2259945481,10,FALSE,0.2259945481,6.1519517712,-0.0664634159,-0.142660834,0.2079560053,-0.1114131779,-0.2686047577,0.3811896386,0.1195645315,0.2595682919,0.2208153843,0.2412338525,0.2115384731,0.2434441145,0.2115677191,6.0704767408,-0.0798236161,0.3252399381,-0.042471846,-0.2364551814,0.5045892017,51.4529827062,-0.2560536781,-0.6460638348,0.8620515036,-0.5266804488,-1.1033528507,1.8017381868,0,0.7979093894,0.5182380155,0.3886591766,0.5984155149,0.2698739636,0.071586607,TRUE,5,356.987428003,0.1503214143,FALSE
novel_15_279,14283.7371155079,18796145.6380507,FALSE,0.0715438067,0.4242944035,0.0892367831,8,FALSE,0.0892367831,13.7779037644,-0.0904036509,-0.1947628136,0.3792122637,0.3483417113,-0.1158188137,-0.3265609513,0.0731096798,0.1769325208,0.1447160395,0.1630717505,0.1382121251,0.1630948598,0.1382499987,13.6800056012,-0.1060972394,0.5019645441,0.4605636007,-0.0256008397,-0.2422285648,188.455260673,-0.5109498833,-1.3458274166,2.3254319811,2.5203411855,-0.7101316001,-2.3621045525,0,0.6093861502,0.1783581813,0.0200488731,0.0117241131,0.4776225321,0.0181715166,TRUE,5,712.6299412666,0.0234196154,FALSE
novel_16_287,50.0004011625,1810.8461494816,FALSE,0.821224468,1.0714235339,0.8294490279,7,FALSE,0.8294490279,5.5470153066,0.345490851,0.4625881428,-0.0084479565,0.2259594704,-0.5383780194,-0.4872093698,0.2223322788,0.3381050926,0.3181959131,0.3315504802,0.3121327286,0.3321224526,0.3134144784,6.1415462096,0.0622530526,-0.6083012974,-0.2824078916,-1.5227351179,-1.2933900304,24.9492126711,1.0218445642,1.4537840485,-0.0254801517,0.7239211068,-1.6210226536,-1.5545209407,2.17780513291726E-137,0.3068544735,0.1460061873,0.97967198,0.4691141711,0.1050127804,0.1200602056,TRUE,9,357.5694994831,0.0461314805,FALSE
novel_16_291,43.1805027558,1493.1558246518,FALSE,0.7590989945,1.1739896903,0.7709594362,8,FALSE,0.7709594362,5.3123712617,0.4548183444,0.4593296284,-0.5046395241,0.0734821013,-0.5338986105,0.0509110468,0.2151623285,0.3361567455,0.3141884644,0.3290628472,0.3079018725,0.3294637059,0.3085425377,6.0665554847,-0.1145013781,-1.5934710696,-0.6538607929,-1.647437609,-0.6841636345,24.69006214,1.352994847,1.4619557384,-1.5335657863,0.2386542851,-1.6205081194,0.1650049527,1.36751100354794E-134,0.1760572766,0.1437533393,0.1251365107,0.8113736677,0.1051231716,0.8689400838,TRUE,9,346.2503095292,0.0389397077,FALSE
novel_16_297,37.7450053196,52713.3607833345,FALSE,37,1.2822774749,37,5,TRUE,37,4.8920674402,0.3471733634,-0.0736372347,-0.0526179477,-0.0841720932,-0.0526069822,-0.0841363554,1.4435237185,0.1172598622,0.1452313,0.1282574382,0.1519136024,0.1282470058,0.1518926079,8.4450956179,-25.5407510788,-25.9547199018,-26.4947881907,-25.6725435514,-26.3915846184,3.3889761404,2.9607178196,-0.5070341912,-0.4102526013,-0.5540787122,-0.4102004709,-0.5539200135,0.0007015411,0.00306923,0.6121308284,0.6816206581,0.5795249783,0.6816588955,0.5796335877,TRUE,29,38.8022214733,1902.0791044844,TRUE
novel_17_304,12.1828066294,988.5967524083,FALSE,23.8553213428,3.0872837807,15.8895855387,9,FALSE,15.8895855387,3.1924992763,0.0894588622,-0.1701070384,-0.1218880513,-0.1796881674,-0.1216881288,0.5039143185,0.9492503451,0.171478572,0.2077614347,0.1861764878,0.2161611503,0.1860688684,0.2162080629,4.2233813081,-24.8019665389,-21.4173023543,-4.8507123644,-20.9266979425,1.3127427542,3.363179474,0.5216912009,-0.8187613772,-0.6546908945,-0.8312694816,-0.6539951033,2.3306916112,0.0007705025,0.6018853521,0.4129225708,0.5126667889,0.405821411,0.5131149604,0.0197696268,TRUE,26,107.8434726929,0.132779034,FALSE
novel_17_307,15.0959762702,2591.1547323705,FALSE,37,2.5729505567,37,8,FALSE,37,3.8409897597,-0.0420293183,-0.0735476245,0.0580626431,-0.0840859382,0.0446044265,0.0969979707,1.4442936147,0.117182737,0.1451539636,0.1282128396,0.151843507,0.1281919801,0.151816707,-14.7751355141,-15.390215976,19.7466452285,-16.1830149272,19.5465313071,19.8240095726,2.6594244553,-0.3586647609,-0.5066869871,0.4528613774,-0.5537670979,0.3479502112,0.6389149958,0.0078274282,0.7198458934,0.6123744625,0.6506485637,0.5797382483,0.7278775754,0.522878232,TRUE,8,79.5089737404,0.5129967156,FALSE
novel_17_310,18.1955233202,152.5510628477,FALSE,0.5050495332,2.2065468681,0.5440776469,10,FALSE,0.5440776469,4.0520800232,-0.2034597802,-0.212328561,-0.3405675011,0.239311403,-0.0403930176,0.5574397348,0.1884277817,0.3264748179,0.2976878682,0.3142237928,0.2872348454,0.3144128359,0.2878252235,3.7226065416,0.0446988762,-0.1712110474,0.6334297414,0.2708357338,1.0365356608,21.5046846442,-0.6232020635,-0.7132590331,-1.0838374077,0.8331558891,-0.1284712739,1.9367299643,1.40738825570275E-102,0.5331517459,0.4756854827,0.278436896,0.4047568166,0.8977760299,0.0527783609,TRUE,7,279.602174221,0.1966731374,FALSE
novel_17_330,367.216395942,14513.1218729986,FALSE,0.101963392,0.5104441724,0.1094678678,8,FALSE,0.1094678678,8.4935081108,0.1062313168,0.0640997829,-0.1911007067,0.1126289421,-0.189441004,0.0975864438,0.0819685534,0.1949098348,0.1604634894,0.179901638,0.153173728,0.1802913287,0.1536818878,8.6107803515,-0.0493501225,-0.3243065338,0.0011903789,-0.3226017276,-0.0145619982,103.6191046241,0.5450279967,0.3994664654,-1.0622510659,0.7353019574,-1.0507493917,0.6349898816,0,0.5857342625,0.6895495284,0.2881217227,0.4621556164,0.2933737048,0.5254350143,TRUE,4,451.044316124,0.0706347493,FALSE
novel_18_334,10.8233047194,196.3267725995,FALSE,5.9874276799,3.4220641194,5.8069097449,10,FALSE,5.8069097449,3.3807028947,-0.0805752298,0.0268348068,0.1182919489,-0.0956400504,-0.1741698058,0.2052602308,0.5775751371,0.2527982919,0.2905271426,0.269408586,0.2981266425,0.2689429862,0.2979731977,2.7799863327,0.7091001454,1.1594338288,0.217101385,-0.6602437277,1.2788400036,5.8532694323,-0.3187332842,0.09236592,0.4390801001,-0.3208034328,-0.6476086559,0.6888546768,4.82002314407899E-09,0.7499287729,0.9264073155,0.6606034978,0.7483593578,0.5172380973,0.4909147236,TRUE,6,218.4021757533,0.0689329966,FALSE
novel_18_339,470.1631315263,41999.849957418,FALSE,0.1586802934,0.4910831047,0.1650205588,7,FALSE,0.1650205588,8.8597950722,-0.3070891913,-0.0820792851,0.2403374548,0.0334207957,0.0800671282,0.0353480785,0.0998143758,0.228163473,0.1903094585,0.2116059964,0.1822378703,0.2118611485,0.1825459942,8.504086469,0.2663410334,0.6253668874,0.3917099593,0.4456631044,0.3937959128,88.7627157642,-1.3459174133,-0.4312937767,1.1357780918,0.183391057,0.377922657,0.1936392998,0,0.1783291524,0.6662547748,0.2560494482,0.8544911923,0.7054880506,0.8464583238,TRUE,5,483.3961639868,0.2277637146,FALSE
novel_18_343,28.5163859687,1700.222188659,FALSE,1.5571905971,1.560678043,1.5574596102,5,FALSE,1.5574596102,4.7231795436,-0.2368629773,0.0668920548,-0.0702361107,-0.3139599706,0.0285477272,0.5256219318,0.3023869297,0.337341552,0.3408385008,0.3410307457,0.3393676192,0.3409983663,0.3392893794,4.0795712896,0.7656944128,0.4880237249,0.0751398925,0.7057245774,1.5132964807,15.6196550859,-0.7021458693,0.1962573319,-0.2059524298,-0.9251323722,0.0837180762,1.5491847484,5.34942228037219E-55,0.4825881992,0.8444087561,0.8368280701,0.3548970559,0.9332805849,0.1213373147,TRUE,9,317.8638186052,0.5733997151,FALSE
novel_18_344,28.2073582587,3565.7995698418,FALSE,34.2172762119,1.5731526791,34.2172762119,11,TRUE,25.7486548128,4.8117955203,0.008965895,0.0103462529,0.0084651231,0.0170309465,0.010949258,-0.0557547705,1.3882822497,0.12161379,0.1504296557,0.1329678161,0.1572931115,0.1329561334,0.1572663037,5.0802252145,-0.081740246,-0.059861625,-0.0039893103,-0.0034656675,-1.6926495933,3.4660066577,0.0737243282,0.0687780136,0.0636629478,0.1082752217,0.08235241,-0.3545245816,0.0005282502,0.9412297404,0.9451663192,0.9492386083,0.9137773773,0.9343664787,0.7229457853,TRUE,5,159.5942233568,0.8084760248,TRUE
novel_18_351,16.1601447869,115.7741920308,FALSE,0.6108735833,2.4313087971,0.6559495212,11,FALSE,0.6559495212,3.8481186116,-0.2217869856,0.2812414547,-0.7792497236,0.3457043009,0.1528331269,0.22125999,0.2060306455,0.3341791366,0.3083308094,0.3258976845,0.3005374585,0.3241027149,0.3025129867,3.4602354765,0.774441511,-0.9086656703,0.8433733332,0.6201992136,0.6846143541,18.6774088943,-0.6636769364,0.9121419142,-2.391087021,1.1502868983,0.471557688,0.7314065833,7.56009190221005E-78,0.5068971038,0.3616940165,0.0167985708,0.2500257252,0.6372425341,0.4645308453,TRUE,10,273.5963286355,0.1705930545,FALSE
novel_18_352,468.9299367815,137955.026824019,FALSE,5.2959687681,0.4912647242,4.8990128308,9,FALSE,4.8990128308,8.8510811595,-0.0026079333,0.1621354461,0.0231965715,-0.1584105349,-0.0609651815,0.036656608,0.5261402573,0.2687547117,0.3042145695,0.284181519,0.3109439686,0.2841734596,0.3109378314,8.8361841183,0.5458828199,0.119880943,-0.5564567367,-0.2863438174,0.1322929276,16.8226647488,-0.0097037679,0.5329641063,0.0816258972,-0.5094504185,-0.2145350998,0.1178904729,1.6649830657805E-63,0.9922576349,0.5940584273,0.934944207,0.6104365436,0.8301297984,0.9061544421,TRUE,6,467.7448907013,0.0790277064,FALSE
novel_18_358,83.035486028,3085.3191216832,FALSE,2.1318655731,0.8130633618,2.0585835797,9,FALSE,2.0585835797,6.3167950455,-0.2437016162,-0.3197132775,0.2313733186,0.1884474682,0.0686888697,0.0749087882,0.3436222282,0.3277844697,0.3409081382,0.335286482,0.3416255471,0.3352400113,0.3416185401,5.5073967798,0.0877705439,1.3574076392,1.1678274712,0.9797551434,0.9544316936,18.3829639855,-0.7434812773,-0.9378282347,0.69007649,0.551619953,0.204894605,0.2192761207,1.79866770232855E-75,0.4571903527,0.3483326886,0.4901460869,0.5812087631,0.8376544704,0.8264349622,TRUE,8,392.9009112697,0.1279878399,FALSE
novel_18_359,33.5825412914,226.4759140568,FALSE,0.1754957279,1.3889038891,0.1941183281,11,FALSE,0.1941183281,5.0555078569,0.0215052202,0.2373234342,0.1750536593,-0.1265737815,-0.3300421153,0.0227364252,0.115834064,0.2542113963,0.2139554141,0.2338955741,0.2062907683,0.2392391646,0.2082612485,5.0815286125,0.239328788,0.1767009154,-0.1656166005,-0.4140506881,-0.0008314734,43.6443968398,0.0845958148,1.1092191106,0.7484265573,-0.6135697809,-1.3795488534,0.1091726156,0,0.9325827265,0.2673356703,0.4542029087,0.5394996577,0.1677255946,0.9130655801,TRUE,5,297.5713063811,0.2948178358,FALSE
novel_18_360,11.4680755545,385.3071045977,FALSE,10.9310915561,3.2533923842,10.1003251052,7,FALSE,10.1003251052,3.4726637246,-0.0038066522,0.1103132123,-0.0483664686,-0.21407444,0.1192401628,0.036696138,0.7579813563,0.2068190554,0.2458788957,0.2230076893,0.2543797654,0.2229370647,0.2542470945,3.4322967792,0.6480604099,-0.4281270629,-1.8977540927,0.8596095432,0.2405812112,4.5814632454,-0.0184057131,0.4486485591,-0.2168825154,-0.8415545147,0.5348601991,0.1443325756,4.61733763954738E-06,0.9853151949,0.6536851984,0.828299904,0.4000373585,0.5927465321,0.885237856,TRUE,9,188.0553536665,0.3156787255,FALSE
novel_18_361,3055.501939614,457932.576153032,FALSE,0.0472360021,0.4326480183,0.0518569078,11,FALSE,0.0518569078,11.5767757593,-0.0659106026,-0.1161399631,0.2642739504,0.1096724642,-0.0601417358,-0.131747605,0.0559831038,0.1395110086,0.1129248926,0.1278142448,0.1075802353,0.1279360947,0.1077331178,11.5076747093,-0.0502540888,0.3435281621,0.1814178361,0.006633054,-0.0658383896,206.7905311329,-0.4724401559,-1.0284708746,2.0676408235,1.0194480788,-0.4700920092,-1.2229071966,0,0.6366126477,0.3037283844,0.0386738103,0.3079902907,0.638289283,0.2213647501,TRUE,4,579.909569996,0.05019933,FALSE
novel_18_362,99.5432467526,2657.0732638252,FALSE,1.4753280096,0.7482148535,1.4386623267,8,FALSE,1.4386623267,6.611517074,-0.0444410715,-0.0451633964,0.1179081426,-0.4121620681,0.160259904,0.2236022062,0.2882383021,0.3397728655,0.3393536195,0.3417170817,0.3370577541,0.3417149516,0.3370449543,6.5060963463,0.0252042404,0.3443542757,-0.6141244138,0.4280060581,0.4720231864,22.9376770037,-0.1307964114,-0.1330865323,0.3450460891,-1.2228232791,0.4689870994,0.6634195332,1.95598466588725E-116,0.8959363619,0.8941249461,0.7300597219,0.2213964509,0.6390788572,0.5070618992,TRUE,8,412.2749454269,0.1299146944,FALSE
novel_18_363,10.1588529176,128.9192606661,FALSE,1.627450696,3.6182854807,1.6946716951,10,FALSE,1.6946716951,3.272155543,-0.2196705567,0.3835235788,-0.006029599,-0.338313505,-0.0320292785,0.2125211999,0.3211784916,0.3330820486,0.3415750112,0.3392188411,0.3411662005,0.3389890562,0.3411521449,2.6186482155,1.3590142454,0.6394860396,0.0029404637,0.5778294755,1.0324538925,10.1879659707,-0.6595088435,1.1228092401,-0.017774953,-0.9916383995,-0.0944846977,0.6229513811,2.24410250906498E-24,0.5095690691,0.2615185202,0.9858183862,0.3213739504,0.9247241375,0.5333164718,TRUE,8,246.4488181816,0.0372722128,FALSE
novel_18_364,2438.9005744374,2464593.14826606,FALSE,1.3542564448,0.4353346936,1.3085006394,9,FALSE,1.3085006394,11.0869863267,-0.6445746761,0.2569449414,-0.2256916509,0.3001999167,0.0103801232,0.3027475785,0.2741154397,0.3413250137,0.3369359203,0.3416063227,0.3338054396,0.3416064721,0.333808625,9.3170395266,2.1946873283,1.3069897424,2.2413932211,1.7902931773,2.2453531941,40.4464131517,-1.8884484005,0.7625929023,-0.660677616,0.8993260179,0.0303862017,0.906949539,0,0.0589657789,0.4457062188,0.5088190817,0.3684790329,0.9757590492,0.3644334824,TRUE,11,646.0115734552,0.1929712862,FALSE
novel_19_374,21.6628157006,230.823990397,FALSE,0.4163504577,1.9209204534,0.4534449426,10,FALSE,0.4534449426,4.4069513061,-0.0198758678,-0.0373470252,-0.0122604867,-0.5530707828,0.1973982134,0.4251584266,0.1717554822,0.3153512182,0.2824475675,0.3006129077,0.2756322215,0.3010828247,0.2733544997,4.3777009523,-0.0182588186,0.0125483908,-0.6637898351,0.2968910571,0.5481011888,25.6582861309,-0.0630277186,-0.1322264006,-0.0407849642,-2.006553442,0.6556276121,1.5553372164,3.41727602082477E-145,0.9497444319,0.8948052198,0.9674673262,0.0447972329,0.5120637549,0.1198657782,TRUE,7,289.6879487445,0.0168391311,FALSE
novel_19_378,42.4366104238,425.2658583672,FALSE,0.2912176828,1.1871713185,0.311154375,12,FALSE,0.311154375,5.38493885,-0.1283225252,-0.0238671322,0.5504892089,0.1805343526,-0.2478750767,-0.3309558002,0.1411153011,0.2873109452,0.2489357079,0.2684246878,0.2388991938,0.2716819553,0.2426383124,5.2160607039,0.1407137822,0.8456418036,0.3768475205,-0.1429555759,-0.2157191513,38.1598508951,-0.4466329157,-0.0958766919,2.0508143767,0.7556925989,-0.9123722497,-1.3639882215,0,0.6551401256,0.9236185064,0.040285027,0.4498335225,0.3615727926,0.1725712727,TRUE,7,328.4954297369,0.0860438164,FALSE
novel_19_382,464.2874723336,179731.173701293,FALSE,8.7273186433,0.4919570986,8.7273186433,10,TRUE,7.8521218673,8.821295746,-0.0215022968,-0.0528234831,-0.1313691514,0.0627559068,0.0259903892,0.1169535942,0.7013212558,0.2198257639,0.2590613607,0.2360401754,0.2674701174,0.2360378833,0.2674643634,8.614842127,-0.1136237222,-1.2062515245,0.502680706,0.3913329895,0.7320602563,12.5781097799,-0.0978151805,-0.2039033645,-0.5565542016,0.2346277314,0.1101110926,0.4372679514,2.78616844187028E-36,0.9220790529,0.8384290158,0.5778320522,0.8144976838,0.912321271,0.6619170349,TRUE,6,413.489100046,0.0426821683,FALSE
novel_2_394,2396.7888600578,221646.860179734,FALSE,0.0451551864,0.4355686131,0.0490508232,11,FALSE,0.0490508232,11.2186539408,0.0691044466,-0.1003043199,-0.0886037084,0.1121665661,-0.041191048,0.0488343704,0.0545158909,0.1361219097,0.1101329925,0.1247232221,0.1048793874,0.1248042086,0.1050242029,11.2909223992,-0.1752063907,-0.1641175573,0.0424621344,-0.1149692728,-0.0223133011,205.7868588095,0.5076658618,-0.910756329,-0.7104026573,1.0694815152,-0.3300453447,0.4649820621,0,0.6116876933,0.3624237772,0.4774544758,0.2848527538,0.7413656999,0.6419443024,TRUE,4,560.1576307341,0.1546825244,FALSE
novel_2_397,13.2191201753,1841.3210409588,FALSE,37,2.8783403927,37,8,FALSE,37,3.6609431322,0.0684621938,-0.0289356439,0.1059802541,-0.084064397,0.02254062,-0.0839809689,1.444526543,0.117175139,0.145137522,0.1282029438,0.151824715,0.1281750221,0.1517756488,5.1234042129,-2.2160972297,0.2350001125,-23.251845634,-0.9249657219,-23.1196864746,2.5343550453,0.5842723503,-0.1993670797,0.826660067,-0.5536937582,0.1758581327,-0.5533230765,0.0112654525,0.5590370916,0.8419756102,0.4084297612,0.5797884477,0.8604053979,0.580042202,TRUE,10,79.846241583,89.2991373514,TRUE
novel_2_400,2890.0583450185,2585917.37408142,FALSE,2.8571884742,0.4332563608,2.7101214085,11,FALSE,2.7101214085,11.4924638315,0.0471330579,-0.1298246047,0.0839622072,-0.1150808661,0.002826652,0.1109900145,0.3922656307,0.3130633048,0.3351362051,0.323855231,0.3380454623,0.3238537948,0.3380448516,11.6532325335,-0.4898729632,0.0825674454,-0.427949695,-0.1522797999,0.0831428379,29.297656826,0.1505543996,-0.3873786321,0.259258456,-0.3404301462,0.0087281731,0.3283292557,1.11092077077734E-188,0.8803272351,0.6984759204,0.7954358311,0.7335326196,0.9930360138,0.7426627262,TRUE,5,641.3776742269,0.0857030259,FALSE
novel_2_401,87213.2436968838,251123759.736813,FALSE,0.0255846718,0.4223934725,0.0301043647,12,FALSE,0.0301043647,16.4057671221,-0.1032661616,-0.1461491114,0.2860712614,-0.0128019465,-0.094361228,0.070516409,0.04255598,0.1079081779,0.0867731746,0.098693279,0.0826370846,0.0986997219,0.0826412272,16.2996189742,-0.0423310886,0.3985839416,0.0931677612,0.0096810717,0.1776472138,385.5102644383,-0.9569817932,-1.684266042,2.8985890871,-0.1549176932,-0.956043504,0.8532836621,0,0.3385764448,0.092130265,0.003748458,0.8768862049,0.3390502558,0.393502018,TRUE,4,807.3284448491,0.0526784264,FALSE
novel_2_403,31.5221675372,254.4464311003,FALSE,0.3947452159,1.4521019478,0.4200006849,11,FALSE,0.4200006849,4.9723013635,-0.0455927063,0.0660742173,0.0508109128,-0.0020492108,-0.1390637889,0.0698233712,0.1632028209,0.3086668943,0.2735567038,0.2932335648,0.2646528821,0.2947734153,0.2660627606,4.9074575569,0.1467485433,0.132220231,0.062369341,-0.1222026124,0.1493834616,30.4670062516,-0.1477084427,0.2415375545,0.1732779561,-0.0077430134,-0.4717650294,0.2624319581,7.13215827945907E-204,0.8825728684,0.8091385136,0.86243295,0.9938220309,0.6370945147,0.7929884368,TRUE,5,316.7284455072,0.0950426708,FALSE
novel_2_407,47.3307720692,1424.0925430713,FALSE,1.3271858355,1.1080522088,1.3177387115,9,FALSE,1.3177387115,5.497888977,-0.0363973798,-0.3326175748,0.5051354709,0.2704539526,-0.1876916124,-0.2188797658,0.2776189928,0.3410162379,0.3377367584,0.3416853794,0.3345712778,0.3417235823,0.3348969848,5.4154973409,-0.509717553,1.0154397327,0.5110900273,-0.3053299669,-0.2798694846,19.80372064,-0.1067321016,-0.9848426816,1.4783643121,0.8083597444,-0.5492498093,-0.6535734141,2.76497768442464E-87,0.9150015146,0.3247013518,0.1393102923,0.4188835187,0.5828340263,0.5133866771,TRUE,9,356.403416935,0.2954034955,FALSE
novel_2_410,27124.4417054275,164696378.242424,FALSE,0.1909385569,0.4232182516,0.2096860686,9,FALSE,0.2096860686,14.6789574115,0.0522932624,-0.0800605977,-0.2038699594,0.1814256246,-0.2341146672,0.2843345893,0.1115664458,0.2470611249,0.2083855744,0.2309472668,0.2001479234,0.2309508461,0.2001512217,14.7413650352,-0.1513770571,-0.298290004,0.1365203865,-0.3333466258,0.249266955,131.5714354104,0.2116612335,-0.3841945293,-0.8827554541,0.9064576915,-1.0136991105,1.4205988193,0,0.832371334,0.7008342727,0.3773684133,0.3646936488,0.3107263487,0.1554334219,TRUE,5,790.8865196776,0.0166016912,FALSE
novel_2_411,94.4927256871,132831.71206069,FALSE,37,0.7656495089,37,8,TRUE,37,6.4580818606,0.0716629694,-0.0736924084,-0.0526441729,-0.0183597857,0.157249982,-0.0842129538,1.4430249263,0.11728866,0.1452795758,0.1282888411,0.1519581847,0.1282875171,0.1519503696,7.9620752494,-24.6127408275,-27.3230474155,-1.8769677119,0.6485875389,-25.1187458063,4.4753778973,0.6109965737,-0.507245482,-0.4103566023,-0.120821302,1.2257621436,-0.5542135501,7.62762804892742E-06,0.5412018486,0.6119825861,0.6815443763,0.9038325771,0.2202881969,0.579432706,TRUE,12,79.0885091751,97.8053208017,TRUE
